bin distribution pmf
-0.08161647952882614 0.0 inf
-0.0793626630367947 0.0 inf
-0.07710884654476328 0.0 inf
-0.07485503005273186 0.5532317282378255 0.5919783268271278
-0.07260121356070043 0.5532317282378221 0.591978326827134
-0.070347397068669 0.5532317282378221 0.591978326827134
-0.06809358057663756 1.659695184713466 -0.5066339618409755
-0.06583976408460612 0.0 inf
-0.0635859475925747 0.5532317282378237 0.5919783268271309
-0.06133213110054328 1.1064634564756475 -0.10116885373281434
-0.059078314608511845 0.0 inf
-0.05682449811648041 0.0 inf
-0.05457068162444899 1.659695184713471 -0.5066339618409786
-0.05231686513241755 1.1064634564756441 -0.10116885373281133
-0.05006304864038612 1.1064634564756475 -0.10116885373281434
-0.0478092321483547 2.212926912951295 -0.7943160342927597
-0.04555541565632326 2.212926912951295 -0.7943160342927597
-0.04330159916429184 2.212926912951295 -0.7943160342927597
-0.041047782672260405 1.659695184713466 -0.5066339618409755
-0.03879396618022897 1.659695184713471 -0.5066339618409786
-0.03654014968819755 2.212926912951295 -0.7943160342927597
-0.03428633319616611 1.659695184713466 -0.5066339618409755
-0.03203251670413468 1.659695184713471 -0.5066339618409786
-0.029778700212103253 2.7661586411891186 -1.0174595856069695
-0.027524883720071825 0.5532317282378237 0.5919783268271309
-0.025271067228040397 2.212926912951295 -0.7943160342927597
-0.023017250736008965 3.319390369426932 -1.1997811424009208
-0.02076343424397753 7.192012467091686 -1.9729710306344026
-0.0185096177519461 6.638780738853905 -1.8929283229608724
-0.016255801259914673 2.76615864118911 -1.0174595856069664
-0.014001984767883245 7.745244195329556 -2.0470790027881307
-0.011748168275851817 5.53231728237822 -1.7106067661669115
-0.009494351783820382 2.76615864118911 -1.0174595856069664
-0.0072405352917889534 5.532317282378254 -1.7106067661669178
-0.004986718799757525 7.745244195329509 -2.0470790027881245
-0.002732902307726097 2.766158641189127 -1.0174595856069724
-0.0004790858156946687 8.29847592356733 -2.116071874275076
0.0017747306763367665 7.192012467091686 -1.9729710306344026
0.004028547168368195 9.958171108280858 -2.298393431069037
0.006282363660399623 7.745244195329509 -2.0470790027881245
0.008536180152431058 9.404939380042975 -2.2412350172290822
0.010789996644462486 9.958171108280858 -2.298393431069037
0.013043813136493915 9.404939380042975 -2.2412350172290822
0.01529762962852535 9.958171108280798 -2.2983934310690306
0.017551446120556778 11.064634564756508 -2.403753946726863
0.019805262612588206 8.29847592356733 -2.116071874275076
0.022059079104619635 7.745244195329556 -2.0470790027881307
0.024312895596651063 12.724329749469907 -2.5435158891020158
0.026566712088682498 10.511402836518618 -2.3524606523393063
0.028820528580713926 12.17109802123216 -2.499064126531188
0.031074345072745355 12.171098021232085 -2.4990641265311817
0.03332816156477678 11.064634564756508 -2.403753946726863
0.03558197805680821 12.171098021232085 -2.4990641265311817
0.037835794548839646 11.06463456475644 -2.403753946726857
0.040089611040871075 13.27756147770781 -2.5860755035208176
0.04234342753290251 17.150183575372377 -2.842008877658006
0.04459724402493394 9.95817110828092 -2.298393431069043
0.04685106051696536 10.511402836518618 -2.3524606523393063
0.049104877008996795 7.192012467091686 -1.9729710306344026
0.05135869350102823 6.638780738853864 -1.8929283229608662
0.053612509993059665 7.192012467091686 -1.9729710306344026
0.055866326485091086 8.298475923567434 -2.1160718742750886
0.05812014297712251 5.53231728237822 -1.7106067661669115
0.06037395946915394 2.76615864118911 -1.0174595856069664
0.06262777596118538 7.192012467091686 -1.9729710306344026
0.06488159245321681 5.53231728237822 -1.7106067661669115
0.06713540894524823 8.298475923567434 -2.1160718742750886
0.06938922543727966 7.745244195329509 -2.0470790027881245
0.07164304192931109 11.06463456475644 -2.403753946726857
0.07389685842134253 3.8726220976647543 -1.3539318222281793
0.07615067491337396 4.425853825902577 -1.487463214852702
0.07840449140540538 6.085549010616117 -1.8059169459712487
0.0806583078974368 4.425853825902577 -1.487463214852702
0.08291212438946824 2.76615864118911 -1.0174595856069664
0.08516594088149967 2.76615864118911 -1.0174595856069664
0.08741975737353111 2.2129269129512883 -0.7943160342927567
0.08967357386556254 4.425853825902577 -1.487463214852702
0.09192739035759397 4.425853825902631 -1.4874632148527143
0.09418120684962539 3.8726220976647543 -1.3539318222281793
0.09643502334165682 1.659695184713466 -0.5066339618409755
0.09868883983368826 1.1064634564756441 -0.10116885373281133
0.10094265632571969 2.76615864118911 -1.0174595856069664
0.10319647281775111 1.1064634564756577 -0.10116885373282357
0.10545028930978254 0.5532317282378221 0.591978326827134
0.10770410580181397 1.1064634564756441 -0.10116885373281133
0.1099579222938454 0.5532317282378221 0.591978326827134
0.11221173878587684 0.0 inf
0.11446555527790828 1.1064634564756441 -0.10116885373281133
0.1167193717699397 0.5532317282378288 0.5919783268271217
0.11897318826197112 0.0 inf
0.12122700475400255 0.5532317282378221 0.591978326827134
0.12348082124603399 1.1064634564756441 -0.10116885373281133
0.12573463773806542 0.0 inf
0.12798845423009686 0.0 inf
0.13024227072212827 0.0 inf
0.1324960872141597 0.0 inf
0.13474990370619114 0.0 inf
0.13700372019822257 0.0 inf
0.13925753669025398 0.5532317282378288 0.5919783268271217
0.14151135318228542 0.5532317282378152 0.5919783268271465
