bin distribution pmf
0.007853981633974483 0.10759196928919992 -2.617335673219129
0.02356194490192345 0.31258968592306013 -2.5853510458169997
0.039269908169872414 0.4768425147787618 -2.4969847826813103
0.05497787143782139 0.6519182044505368 -2.473492145803894
0.07068583470577035 0.8658288652858696 -2.5062749654400385
0.08639379797371932 1.0975654145241454 -2.5431781468950114
0.10210176124166828 1.2070673004279464 -2.471717068553037
0.11780972450961726 1.4050619894749368 -2.4810801422352977
0.13351768777756623 1.4871884039027876 -2.413381607049123
0.14922565104551516 1.6501679550154218 -2.406886897004566
0.16493361431346415 1.806781117412716 -2.3982970652288427
0.18064157758141314 1.9258325863895258 -2.3720433231115727
0.19634954084936207 1.9786736127268254 -2.3167193654973413
0.21205750411731106 2.016235306147312 -2.259635855195195
0.22776546738526005 2.0786259155576206 -2.2198070745906446
0.24347343065320898 2.0913586929882952 -2.1604608853421308
0.25918139392115797 2.131466941894916 -2.1182585568697263
0.2748893571891069 2.083719026529894 -2.038166791859276
0.2905973204570559 2.1333768585095174 -2.007637151539621
0.3063052837250049 2.158842413370874 -1.9684315254139833
0.3220132469929538 2.022601694862649 -1.8548894640118543
0.3377212102609028 2.0054124453312383 -1.8004663612113054
0.3534291735288517 2.0257848892203247 -1.766935470963395
0.3691371367968007 1.9309256973617923 -1.6774010082160689
0.3848451000647497 1.9099166146011795 -1.6267812604954917
0.4005530633326987 1.738660758158613 -1.4949091106299497
0.4162610266006476 1.6966425926373812 -1.43414163127388
0.4319689898685966 1.673086954390633 -1.3853671670099064
0.44767695313654554 1.5476690966984945 -1.274061853785782
0.46338491640449453 1.4165214891625413 -1.1534487247673815
0.4790928796724435 1.377686517998989 -1.0948184803662482
0.49480084294039245 1.3108394364879428 -1.015410580981318
0.5105088062083414 1.2064306615564118 -0.9038337805926132
0.5262167694762905 1.1223943305139596 -0.8040905472268836
0.5419247327442394 1.0631869154613307 -0.7233344469994999
0.5576326960121882 1.0466343048014464 -0.6820081200219855
0.5733406592801373 0.8671021430289355 -0.46907646878222115
0.5890486225480862 0.7856123674726185 -0.34646846645957113
0.6047565858160353 0.7525071461528647 -0.2803003894875615
0.6204645490839842 0.6722906483396199 -0.1452290947104131
0.6361725123519331 0.6270892884607207 -0.05400582813696023
0.6518804756198822 0.5876176784256295 0.03192881470513524
0.667588438887831 0.5347766520883303 0.14640785011468502
0.6832964021557801 0.4590166263758168 0.3187783791626199
0.699004365423729 0.42463812731299555 0.41561609733556515
0.714712328691678 0.369250545489564 0.57377059833844
0.730420291959627 0.3361453241698076 0.6855204428642323
0.7461282552275759 0.3030401028500538 0.8064624822776628
0.761836218495525 0.2737547147595024 0.924823143750691
0.7775441817634738 0.24383268779741724 1.056783412160649
0.7932521450314228 0.21327402196379988 1.2063964787881172
0.8089601082993718 0.20054124453312386 1.2831770541360499
0.8246680715673207 0.16870930095643755 1.470771197118072
0.8403760348352698 0.15279332916809435 1.5841557838475095
0.8560839981032187 0.12223466333447548 1.8211482737208984
0.8717919613711678 0.12096138559140802 1.8450359187225278
0.8874999246391166 0.09167599750085727 2.13524189872536
0.9032078879070655 0.08148977555631699 2.2656098108298
0.9189158511750146 0.06621044263950755 2.4854339221636095
0.9346238144429635 0.0623906094103052 2.5566515942875134
0.9503317777109126 0.05284102633729929 2.7341913270487237
0.9660397409788615 0.057297498438035784 2.664262345135324
0.9817477042468103 0.04774791536502948 2.8572593436309632
0.9974556675147594 0.04138152664969222 3.010678694268797
1.0131636307827083 0.03183194357668655 3.283011822883472
1.0288715940506572 0.024828915989815157 3.5410993067120557
1.0445795573186063 0.021009082760613123 3.7174433127829656
1.0602875205865554 0.018462527274477936 3.855614952498228
1.0759954838545043 0.018462527274478197 3.864250709614675
1.0917034471224532 0.014006055173742081 4.148821243634633
1.107411410390402 0.012096138559140717 4.3034285321703525
1.1231193736583511 0.005093110972269848 5.1761214176664465
1.1388273369263002 0.010186221944539551 4.4903660291948135
1.154535300194249 0.006366388715337309 4.967462251377451
1.170243263462198 0.005729749843803579 5.079620375677495
1.1859512267301469 0.0038198332292023315 5.491592091950551
1.201659189998096 0.0019099166146011929 6.190958643057546
1.217367153266045 0.002546555486134888 5.909212254783905
1.233075116533994 0.0019099166146011929 6.202549673348544
1.2487830798019428 0.000636638871533731 7.3065401234542104
1.2644910430698917 0.0019099166146011658 6.213031777465272
1.2801990063378408 0.000636638871533731 7.316476575387337
1.2959069696057899 0.000636638871533722 7.321040262339256
1.3116149328737388 0.000636638871533731 7.325337569792429
1.3273228961416876 0.000636638871533722 7.329370777666915
1.3430308594096367 0.0 inf
1.3587388226775856 0.0 inf
1.3744467859455347 0.0 inf
1.3901547492134836 0.0 inf
1.4058627124814325 0.0 inf
1.4215706757493816 0.0 inf
1.4372786390173304 0.000636638871533731 7.350367887349412
1.4529866022852795 0.0 inf
1.4686945655532284 0.000636638871533731 7.35408651742278
1.4844025288211773 0.0 inf
1.5001104920891264 0.0 inf
1.5158184553570753 0.0 inf
1.5315264186250244 0.0 inf
1.5472343818929732 0.0 inf
1.5629423451609221 0.0 inf
